demanda,regulacionAbajo,fecha,ace,frecuencia,intercambioSur,intercambioNorte,primaria,regulacionArriba,archivo_origen,hora,minuto,hora_decimal,dia_semana,es_fin_semana,fecha_siguiente_esperada,gap_minutos,demanda_original,es_anomalia
1472.062,-43.0,2026-06-22 06:45:00,3.03,60.0,185.257,-117.573,273.741,96.0,OperacionTiempoReal5,6,45,6.75,0,0,2026-06-22 07:00:00,15.0,1472.062,0
1483.6,-44.0,2026-06-22 07:00:00,0.0,60.0,182.175,-100.533,276.405,122.0,OperacionTiempoReal5,7,0,7.0,0,0,2026-06-22 07:15:00,15.0,1483.6,0
1545.721,-97.0,2026-06-22 07:15:00,-1.881,59.98,199.684,-134.613,229.949,69.0,OperacionTiempoReal5,7,15,7.25,0,0,2026-06-22 07:30:00,15.0,1545.721,0
1574.473,-87.0,2026-06-22 07:30:00,-2.634,59.98,210.269,-143.95,217.162,51.0,OperacionTiempoReal5,7,30,7.5,0,0,2026-06-22 07:45:00,15.0,1574.473,0
1595.58,-90.0,2026-06-22 07:45:00,1.618,59.99,191.933,-137.181,210.076,68.0,OperacionTiempoReal5,7,45,7.75,0,0,2026-06-22 08:00:00,15.0,1595.58,0
1605.646,-70.0,2026-06-22 08:00:00,4.19,60.03,212.814,-133.796,226.63,88.0,OperacionTiempoReal5,8,0,8.0,0,0,2026-06-22 08:15:00,15.0,1605.646,0
1629.792,-98.0,2026-06-22 08:15:00,0.0,59.97,215.859,-164.141,265.665,60.0,OperacionTiempoReal5,8,15,8.25,0,0,2026-06-22 08:30:00,15.0,1629.792,0
1663.699,-81.0,2026-06-22 08:30:00,-3.16,59.96,213.572,-156.204,225.167,51.0,OperacionTiempoReal5,8,30,8.5,0,0,2026-06-22 08:45:00,15.0,1663.699,0
1682.055,-83.0,2026-06-22 08:45:00,-6.584,60.0,187.358,-114.188,228.353,49.0,OperacionTiempoReal5,8,45,8.75,0,0,2026-06-22 09:00:00,15.0,1682.055,0
1708.891,-68.0,2026-06-22 09:00:00,0.0,59.98,200.558,-138.931,195.624,72.0,OperacionTiempoReal5,9,0,9.0,0,0,2026-06-22 09:15:00,15.0,1708.891,0
1719.271,-76.0,2026-06-22 09:15:00,0.0,60.0,222.582,-155.504,239.898,80.0,OperacionTiempoReal5,9,15,9.25,0,0,2026-06-22 09:30:00,15.0,1719.271,0
1738.712,-85.0,2026-06-22 09:30:00,0.0,59.99,208.051,-167.993,197.137,55.0,OperacionTiempoReal5,9,30,9.5,0,0,2026-06-22 09:45:00,15.0,1738.712,0
1755.405,-83.0,2026-06-22 09:45:00,1.769,60.01,197.081,-138.698,233.847,73.0,OperacionTiempoReal5,9,45,9.75,0,0,2026-06-22 10:00:00,15.0,1755.405,0
1760.501,-76.0,2026-06-22 10:00:00,0.0,59.99,192.447,-146.868,239.93,80.0,OperacionTiempoReal5,10,0,10.0,0,0,2026-06-22 10:15:00,15.0,1760.501,0
1786.419,-80.0,2026-06-22 10:15:00,2.36,60.02,198.586,-167.526,194.517,80.0,OperacionTiempoReal5,10,15,10.25,0,0,2026-06-22 10:30:00,15.0,1786.419,0
1807.048,-103.0,2026-06-22 10:30:00,0.092,60.01,199.916,-162.741,176.714,67.0,OperacionTiempoReal5,10,30,10.5,0,0,2026-06-22 10:45:00,15.0,1807.048,0
1823.557,-60.0,2026-06-22 10:45:00,1.471,60.01,184.93,-160.64,161.323,64.0,OperacionTiempoReal5,10,45,10.75,0,0,2026-06-22 11:00:00,15.0,1823.557,0
1832.667,-90.0,2026-06-22 11:00:00,2.5,60.01,213.712,-199.756,215.223,66.0,OperacionTiempoReal5,11,0,11.0,0,0,2026-06-22 11:15:00,15.0,1832.667,0
1868.761,-93.0,2026-06-22 11:15:00,4.377,60.02,185.665,-164.608,197.829,63.0,OperacionTiempoReal5,11,15,11.25,0,0,2026-06-22 11:30:00,15.0,1868.761,0
1862.434,-113.0,2026-06-22 11:30:00,-0.985,60.0,194.419,-162.624,178.97,43.0,OperacionTiempoReal5,11,30,11.5,0,0,2026-06-22 11:45:00,15.0,1862.434,0
1867.443,-84.0,2026-06-22 11:45:00,5.074,60.01,218.695,-206.758,169.053,56.0,OperacionTiempoReal5,11,45,11.75,0,0,2026-06-22 12:00:00,15.0,1867.443,0
1868.581,-100.0,2026-06-22 12:00:00,0.979,60.0,201.41,-210.26,168.965,40.0,OperacionTiempoReal5,12,0,12.0,0,0,2026-06-22 12:15:00,15.0,1868.581,0
1872.292,-91.0,2026-06-22 12:15:00,0.0,60.0,185.561,-193.337,214.472,79.0,OperacionTiempoReal5,12,15,12.25,0,0,2026-06-22 12:30:00,15.0,1872.292,0
1850.041,-57.0,2026-06-22 12:30:00,0.192,60.01,200.815,-198.122,352.848,99.0,OperacionTiempoReal5,12,30,12.5,0,0,2026-06-22 12:45:00,15.0,1850.041,0
1846.866,-48.0,2026-06-22 12:45:00,-6.413,59.99,213.7,-221.581,311.655,90.0,OperacionTiempoReal5,12,45,12.75,0,0,2026-06-22 13:00:00,15.0,1846.866,0
1841.724,-98.0,2026-06-22 13:00:00,10.96,59.99,197.5,-170.911,314.26,50.0,OperacionTiempoReal5,13,0,13.0,0,0,2026-06-22 13:15:00,15.0,1841.724,0
1862.855,-139.0,2026-06-22 13:15:00,0.668,60.01,179.946,-115.705,326.984,55.0,OperacionTiempoReal5,13,15,13.25,0,0,2026-06-22 13:30:00,15.0,1862.855,0
1871.177,-139.0,2026-06-22 13:30:00,-1.165,59.99,204.037,-123.642,305.47,61.0,OperacionTiempoReal5,13,30,13.5,0,0,2026-06-22 13:45:00,15.0,1871.177,0
1854.997,-55.0,2026-06-22 13:45:00,0.0,59.98,195.574,-142.549,291.404,84.0,OperacionTiempoReal5,13,45,13.75,0,0,2026-06-22 14:00:00,15.0,1854.997,0
1842.523,-69.0,2026-06-22 14:00:00,0.0,60.02,212.159,-154.104,322.086,133.0,OperacionTiempoReal5,14,0,14.0,0,0,2026-06-22 14:15:00,15.0,1842.523,0
1839.7,-114.0,2026-06-22 14:15:00,1.472,59.96,218.449,-170.561,206.352,42.0,OperacionTiempoReal5,14,15,14.25,0,0,2026-06-22 14:30:00,15.0,1839.7,0
1846.264,-66.0,2026-06-22 14:30:00,0.0,59.99,203.219,-132.512,222.276,54.0,OperacionTiempoReal5,14,30,14.5,0,0,2026-06-22 14:45:00,15.0,1846.264,0
1844.294,-65.0,2026-06-22 14:45:00,0.0,60.03,187.218,-110.104,226.027,55.0,OperacionTiempoReal5,14,45,14.75,0,0,2026-06-22 15:00:00,15.0,1844.294,0
1840.447,-68.0,2026-06-22 15:00:00,0.0,59.99,198.247,-131.462,218.382,52.0,OperacionTiempoReal5,15,0,15.0,0,0,2026-06-22 15:15:00,15.0,1840.447,0
1829.492,-59.0,2026-06-22 15:15:00,16.422,60.01,187.323,-130.295,201.042,63.0,OperacionTiempoReal5,15,15,15.25,0,0,2026-06-22 15:30:00,15.0,1829.492,0
1832.659,-55.0,2026-06-22 15:30:00,0.0,60.03,190.906,-115.939,174.93,55.0,OperacionTiempoReal5,15,30,15.5,0,0,2026-06-22 15:45:00,15.0,1832.659,0
1840.347,-63.0,2026-06-22 15:45:00,0.0,59.99,200.64,-140.799,154.983,53.0,OperacionTiempoReal5,15,45,15.75,0,0,2026-06-22 16:00:00,15.0,1840.347,0
1819.442,-91.0,2026-06-22 16:00:00,-2.522,59.97,209.86,-160.173,269.7,47.0,OperacionTiempoReal5,16,0,16.0,0,0,2026-06-22 16:15:00,15.0,1819.442,0
1824.737,-104.0,2026-06-22 16:15:00,0.0,59.96,208.973,-174.879,262.817,64.0,OperacionTiempoReal5,16,15,16.25,0,0,2026-06-22 16:30:00,15.0,1824.737,0
1808.289,-62.0,2026-06-22 16:30:00,1.364,59.97,201.153,-191.569,277.653,76.0,OperacionTiempoReal5,16,30,16.5,0,0,2026-06-22 16:45:00,15.0,1808.289,0
1791.321,-24.0,2026-06-22 16:45:00,0.0,60.01,191.093,-140.915,318.578,116.0,OperacionTiempoReal5,16,45,16.75,0,0,2026-06-22 17:00:00,15.0,1791.321,0
1784.044,-36.0,2026-06-22 17:00:00,-2.129,60.02,203.617,-167.176,368.14,220.0,OperacionTiempoReal5,17,0,17.0,0,0,2026-06-22 17:15:00,15.0,1784.044,0
1753.141,-35.0,2026-06-22 17:15:00,-4.784,59.96,201.83,-191.102,344.985,59.0,OperacionTiempoReal5,17,15,17.25,0,0,2026-06-22 17:30:00,15.0,1753.141,0
1757.822,-34.0,2026-06-22 17:30:00,6.247,59.98,202.811,-219.608,354.876,82.0,OperacionTiempoReal5,17,30,17.5,0,0,2026-06-22 17:45:00,15.0,1757.822,0
1759.9,-65.0,2026-06-22 17:45:00,0.658,60.01,191.105,-179.664,366.801,87.0,OperacionTiempoReal5,17,45,17.75,0,0,2026-06-22 18:00:00,15.0,1759.9,0
1791.182,-76.0,2026-06-22 18:00:00,-7.37,60.02,193.298,-177.329,356.738,76.0,OperacionTiempoReal5,18,0,18.0,0,0,2026-06-22 18:15:00,15.0,1791.182,0
1876.524,-107.0,2026-06-22 18:15:00,4.489,60.03,186.763,-176.63,264.204,45.0,OperacionTiempoReal5,18,15,18.25,0,0,2026-06-22 18:30:00,15.0,1876.524,0
1905.623,-46.0,2026-06-22 18:30:00,-1.852,59.99,195.505,-202.673,240.642,42.0,OperacionTiempoReal5,18,30,18.5,0,0,2026-06-22 18:45:00,15.0,1905.623,0
1911.098,-91.0,2026-06-22 18:45:00,0.375,59.99,188.747,-197.772,204.859,47.0,OperacionTiempoReal5,18,45,18.75,0,0,2026-06-22 19:00:00,15.0,1911.098,0
1913.772,-82.0,2026-06-22 19:00:00,0.0,60.02,188.432,-193.319,213.308,56.0,OperacionTiempoReal5,19,0,19.0,0,0,2026-06-22 19:15:00,15.0,1913.772,0
1892.433,-73.0,2026-06-22 19:15:00,2.218,59.99,201.726,-207.692,220.278,65.0,OperacionTiempoReal5,19,15,19.25,0,0,2026-06-22 19:30:00,15.0,1892.433,0
1873.615,-44.0,2026-06-22 19:30:00,0.0,59.99,217.866,-230.813,274.845,94.0,OperacionTiempoReal5,19,30,19.5,0,0,2026-06-22 19:45:00,15.0,1873.615,0
1851.537,-37.0,2026-06-22 19:45:00,1.532,60.01,193.603,-198.455,276.938,101.0,OperacionTiempoReal5,19,45,19.75,0,0,2026-06-22 20:00:00,15.0,1851.537,0
