demanda,regulacionAbajo,fecha,ace,frecuencia,intercambioSur,intercambioNorte,primaria,regulacionArriba,archivo_origen,hora,minuto,hora_decimal,dia_semana,es_fin_semana,fecha_siguiente_esperada,gap_minutos,demanda_original,es_anomalia
1306.317,-64.0,2026-06-18 00:00:00,-2.352,59.99,210.351,-161.69,191.865,72.0,OperacionTiempoReal,0,0,0.0,3,0,2026-06-18 00:15:00,,1306.317,0
1290.817,-41.0,2026-06-18 00:15:00,9.054,60.03,192.283,-137.53,199.353,95.0,OperacionTiempoReal,0,15,0.25,3,0,2026-06-18 00:30:00,15.0,1290.817,0
1274.516,-33.0,2026-06-18 00:30:00,-0.79,60.0,192.786,-134.263,210.972,115.0,OperacionTiempoReal,0,30,0.5,3,0,2026-06-18 00:45:00,15.0,1274.516,0
1258.396,-79.0,2026-06-18 00:45:00,5.309,60.02,214.05,-171.027,146.184,57.0,OperacionTiempoReal,0,45,0.75,3,0,2026-06-18 01:00:00,15.0,1258.396,0
1242.193,-59.0,2026-06-18 01:00:00,0.0,59.98,198.096,-147.802,164.295,77.0,OperacionTiempoReal,1,0,1.0,3,0,2026-06-18 01:15:00,15.0,1242.193,0
1238.294,-41.0,2026-06-18 01:15:00,-0.974,60.01,198.247,-139.982,184.599,95.0,OperacionTiempoReal,1,15,1.25,3,0,2026-06-18 01:30:00,15.0,1238.294,0
1221.478,-37.0,2026-06-18 01:30:00,-0.595,60.02,198.667,-137.881,190.88,127.0,OperacionTiempoReal,1,30,1.5,3,0,2026-06-18 01:45:00,15.0,1221.478,0
1215.073,-68.0,2026-06-18 01:45:00,1.155,60.0,199.986,-155.971,160.229,96.0,OperacionTiempoReal,1,45,1.75,3,0,2026-06-18 02:00:00,15.0,1215.073,0
1203.675,-61.0,2026-06-18 02:00:00,0.136,60.0,193.147,-146.168,166.2,103.0,OperacionTiempoReal,2,0,2.0,3,0,2026-06-18 02:15:00,15.0,1203.675,0
1203.586,-51.0,2026-06-18 02:15:00,5.582,60.03,197.092,-135.896,176.065,113.0,OperacionTiempoReal,2,15,2.25,3,0,2026-06-18 02:30:00,15.0,1203.586,0
1195.886,-54.0,2026-06-18 02:30:00,0.562,60.01,207.795,-169.16,176.768,110.0,OperacionTiempoReal,2,30,2.5,3,0,2026-06-18 02:45:00,15.0,1195.886,0
1180.891,-52.0,2026-06-18 02:45:00,-0.952,59.98,192.936,-142.083,172.166,84.0,OperacionTiempoReal,2,45,2.75,3,0,2026-06-18 03:00:00,15.0,1180.891,0
1180.918,-56.0,2026-06-18 03:00:00,-2.557,59.99,196.531,-154.688,168.752,80.0,OperacionTiempoReal,3,0,3.0,3,0,2026-06-18 03:15:00,15.0,1180.918,0
1186.289,-67.0,2026-06-18 03:15:00,0.0,60.0,191.279,-148.851,157.975,69.0,OperacionTiempoReal,3,15,3.25,3,0,2026-06-18 03:30:00,15.0,1186.289,0
1186.647,-70.0,2026-06-18 03:30:00,0.0,60.01,176.632,-144.184,153.106,66.0,OperacionTiempoReal,3,30,3.5,3,0,2026-06-18 03:45:00,15.0,1186.647,0
1194.898,-80.0,2026-06-18 03:45:00,1.467,60.01,204.013,-165.425,143.468,56.0,OperacionTiempoReal,3,45,3.75,3,0,2026-06-18 04:00:00,15.0,1194.898,0
1198.707,-76.0,2026-06-18 04:00:00,0.287,59.99,193.206,-161.106,148.122,60.0,OperacionTiempoReal,4,0,4.0,3,0,2026-06-18 04:15:00,15.0,1198.707,0
1241.311,-67.0,2026-06-18 04:15:00,0.0,60.02,199.905,-141.032,138.832,41.0,OperacionTiempoReal,4,15,4.25,3,0,2026-06-18 04:30:00,15.0,1241.311,0
1264.599,-43.0,2026-06-18 04:30:00,0.0,59.99,200.464,-159.823,203.912,65.0,OperacionTiempoReal,4,30,4.5,3,0,2026-06-18 04:45:00,15.0,1264.599,0
1302.412,-34.0,2026-06-18 04:45:00,0.0,60.0,202.847,-146.051,228.877,107.0,OperacionTiempoReal,4,45,4.75,3,0,2026-06-18 05:00:00,15.0,1302.412,0
1346.271,-72.0,2026-06-18 05:00:00,4.477,60.03,207.981,-178.38,176.749,49.0,OperacionTiempoReal,5,0,5.0,3,0,2026-06-18 05:15:00,15.0,1346.271,0
1408.989,-66.0,2026-06-18 05:15:00,-8.357,59.98,213.56,-199.971,153.748,51.0,OperacionTiempoReal,5,15,5.25,3,0,2026-06-18 05:30:00,15.0,1408.989,0
1428.447,-57.0,2026-06-18 05:30:00,0.0,60.04,197.781,-179.197,164.218,60.0,OperacionTiempoReal,5,30,5.5,3,0,2026-06-18 05:45:00,15.0,1428.447,0
1470.871,-81.0,2026-06-18 05:45:00,-6.308,59.98,207.888,-185.617,139.271,64.0,OperacionTiempoReal,5,45,5.75,3,0,2026-06-18 06:00:00,15.0,1470.871,0
1502.508,-40.0,2026-06-18 06:00:00,7.388,60.03,193.404,-159.589,199.665,105.0,OperacionTiempoReal,6,0,6.0,3,0,2026-06-18 06:15:00,15.0,1502.508,0
1578.173,-43.0,2026-06-18 06:15:00,0.0,60.01,190.007,-135.897,179.474,93.0,OperacionTiempoReal,6,15,6.25,3,0,2026-06-18 06:30:00,15.0,1578.173,0
1560.703,-72.0,2026-06-18 06:30:00,0.0,59.98,199.742,-145.584,217.008,130.0,OperacionTiempoReal,6,30,6.5,3,0,2026-06-18 06:45:00,15.0,1560.703,0
1534.901,-57.0,2026-06-18 06:45:00,-1.872,60.0,208.996,-158.772,273.955,45.0,OperacionTiempoReal,6,45,6.75,3,0,2026-06-18 07:00:00,15.0,1534.901,0
1531.154,-42.0,2026-06-18 07:00:00,-0.197,59.96,205.74,-149.785,292.76,60.0,OperacionTiempoReal,7,0,7.0,3,0,2026-06-18 07:15:00,15.0,1531.154,0
1598.034,-109.0,2026-06-18 07:15:00,0.0,60.0,213.362,-171.144,233.438,77.0,OperacionTiempoReal,7,15,7.25,3,0,2026-06-18 07:30:00,15.0,1598.034,0
1631.559,-81.0,2026-06-18 07:30:00,8.224,60.02,193.789,-151.186,235.033,75.0,OperacionTiempoReal,7,30,7.5,3,0,2026-06-18 07:45:00,15.0,1631.559,0
1632.455,-71.0,2026-06-18 07:45:00,0.943,60.02,202.087,-149.902,245.606,105.0,OperacionTiempoReal,7,45,7.75,3,0,2026-06-18 08:00:00,15.0,1632.455,0
1633.146,-88.0,2026-06-18 08:00:00,-15.692,59.99,201.562,-141.732,220.767,60.0,OperacionTiempoReal,8,0,8.0,3,0,2026-06-18 08:15:00,15.0,1633.146,0
1678.039,-93.0,2026-06-18 08:15:00,-7.058,60.02,192.19,-127.026,214.616,85.0,OperacionTiempoReal,8,15,8.25,3,0,2026-06-18 08:30:00,15.0,1678.039,0
1682.511,-63.0,2026-06-18 08:30:00,2.288,60.02,196.952,-146.285,242.425,115.0,OperacionTiempoReal,8,30,8.5,3,0,2026-06-18 08:45:00,15.0,1682.511,0
1715.773,-48.0,2026-06-18 08:45:00,0.0,60.0,194.769,-137.997,230.165,86.0,OperacionTiempoReal,8,45,8.75,3,0,2026-06-18 09:00:00,15.0,1715.773,0
1737.998,-90.0,2026-06-18 09:00:00,-1.79,60.0,213.887,-161.924,220.599,88.0,OperacionTiempoReal,9,0,9.0,3,0,2026-06-18 09:15:00,15.0,1737.998,0
1739.249,-69.0,2026-06-18 09:15:00,-2.546,59.98,190.3,-140.448,273.067,109.0,OperacionTiempoReal,9,15,9.25,3,0,2026-06-18 09:30:00,15.0,1739.249,0
1763.344,-87.0,2026-06-18 09:30:00,-0.482,59.98,200.22,-139.515,244.539,91.0,OperacionTiempoReal,9,30,9.5,3,0,2026-06-18 09:45:00,15.0,1763.344,0
1784.529,-36.0,2026-06-18 09:45:00,-0.119,59.98,197.383,-164.491,195.35,64.0,OperacionTiempoReal,9,45,9.75,3,0,2026-06-18 10:00:00,15.0,1784.529,0
1790.786,-59.0,2026-06-18 10:00:00,-1.109,59.99,202.717,-179.314,263.25,75.0,OperacionTiempoReal,10,0,10.0,3,0,2026-06-18 10:15:00,15.0,1790.786,0
1825.565,-93.0,2026-06-18 10:15:00,2.284,60.02,205.238,-202.557,207.401,71.0,OperacionTiempoReal,10,15,10.25,3,0,2026-06-18 10:30:00,15.0,1825.565,0
1853.477,-93.0,2026-06-18 10:30:00,0.0,60.0,188.058,-182.582,152.279,57.0,OperacionTiempoReal,10,30,10.5,3,0,2026-06-18 10:45:00,15.0,1853.477,0
1872.471,-85.0,2026-06-18 10:45:00,1.062,60.01,217.913,-211.322,131.14,55.0,OperacionTiempoReal,10,45,10.75,3,0,2026-06-18 11:00:00,15.0,1872.471,0
1887.735,-59.0,2026-06-18 11:00:00,3.559,60.0,196.193,-205.241,185.566,81.0,OperacionTiempoReal,11,0,11.0,3,0,2026-06-18 11:15:00,15.0,1887.735,0
1905.214,-98.0,2026-06-18 11:15:00,0.0,60.0,198.924,-197.754,156.738,42.0,OperacionTiempoReal,11,15,11.25,3,0,2026-06-18 11:30:00,15.0,1905.214,0
1924.641,-89.0,2026-06-18 11:30:00,4.211,60.01,195.972,-199.05,131.246,73.0,OperacionTiempoReal,11,30,11.5,3,0,2026-06-18 11:45:00,15.0,1924.641,0
1935.694,-54.0,2026-06-18 11:45:00,2.204,60.01,182.292,-193.669,127.423,68.0,OperacionTiempoReal,11,45,11.75,3,0,2026-06-18 12:00:00,15.0,1935.694,0
1940.151,-72.0,2026-06-18 12:00:00,0.0,59.99,188.327,-205.703,137.505,78.0,OperacionTiempoReal,12,0,12.0,3,0,2026-06-18 12:15:00,15.0,1940.151,0
1935.733,-73.0,2026-06-18 12:15:00,0.0,59.97,201.702,-210.505,163.663,105.0,OperacionTiempoReal,12,15,12.25,3,0,2026-06-18 12:30:00,15.0,1935.733,0
1917.06,-73.0,2026-06-18 12:30:00,6.782,60.03,194.699,-202.785,235.584,113.0,OperacionTiempoReal,12,30,12.5,3,0,2026-06-18 12:45:00,15.0,1917.06,0
1899.146,-37.0,2026-06-18 12:45:00,0.0,60.0,195.224,-196.599,117.757,84.0,OperacionTiempoReal,12,45,12.75,3,0,2026-06-18 13:00:00,15.0,1899.146,0
1934.086,-42.0,2026-06-18 13:00:00,1.584,59.99,216.279,-210.604,133.673,79.0,OperacionTiempoReal,13,0,13.0,3,0,2026-06-18 13:15:00,15.0,1934.086,0
1939.55,-63.0,2026-06-18 13:15:00,4.752,59.96,192.972,-167.176,168.384,82.0,OperacionTiempoReal,13,15,13.25,3,0,2026-06-18 13:30:00,15.0,1939.55,0
1941.475,-52.0,2026-06-18 13:30:00,0.322,60.0,190.159,-148.502,182.802,93.0,OperacionTiempoReal,13,30,13.5,3,0,2026-06-18 13:45:00,15.0,1941.475,0
1939.048,-91.0,2026-06-18 13:45:00,9.049,60.0,190.696,-149.552,196.286,51.0,OperacionTiempoReal,13,45,13.75,3,0,2026-06-18 14:00:00,15.0,1939.048,0
1914.904,-49.0,2026-06-18 14:00:00,9.965,60.01,205.856,-162.974,234.968,54.0,OperacionTiempoReal,14,0,14.0,3,0,2026-06-18 14:15:00,15.0,1914.904,0
1930.919,-82.0,2026-06-18 14:15:00,-1.976,59.95,194.104,-163.325,203.445,36.0,OperacionTiempoReal,14,15,14.25,3,0,2026-06-18 14:30:00,15.0,1930.919,0
1914.31,-37.0,2026-06-18 14:30:00,0.0,60.02,200.232,-154.454,235.573,81.0,OperacionTiempoReal,14,30,14.5,3,0,2026-06-18 14:45:00,15.0,1914.31,0
1908.855,-53.0,2026-06-18 14:45:00,-2.65,59.99,196.461,-137.764,220.411,85.0,OperacionTiempoReal,14,45,14.75,3,0,2026-06-18 15:00:00,15.0,1908.855,0
1891.217,-49.0,2026-06-18 15:00:00,2.027,59.99,207.794,-179.313,254.635,69.0,OperacionTiempoReal,15,0,15.0,3,0,2026-06-18 15:15:00,15.0,1891.217,0
1879.987,-49.0,2026-06-18 15:15:00,-10.435,59.99,190.544,-141.498,264.768,69.0,OperacionTiempoReal,15,15,15.25,3,0,2026-06-18 15:30:00,15.0,1879.987,0
1879.279,-44.0,2026-06-18 15:30:00,-0.389,59.97,208.727,-172.195,292.63,54.0,OperacionTiempoReal,15,30,15.5,3,0,2026-06-18 15:45:00,15.0,1879.279,0
1865.259,-65.0,2026-06-18 15:45:00,0.251,60.03,184.581,-144.417,300.563,84.0,OperacionTiempoReal,15,45,15.75,3,0,2026-06-18 16:00:00,15.0,1865.259,0
1871.319,-57.0,2026-06-18 16:00:00,0.0,59.99,198.469,-173.128,296.076,57.0,OperacionTiempoReal,16,0,16.0,3,0,2026-06-18 16:15:00,15.0,1871.319,0
1853.078,-94.0,2026-06-18 16:15:00,-2.26,59.96,212.824,-208.62,229.972,56.0,OperacionTiempoReal,16,15,16.25,3,0,2026-06-18 16:30:00,15.0,1853.078,0
1838.831,-69.0,2026-06-18 16:30:00,3.297,59.98,199.543,-193.565,253.253,79.0,OperacionTiempoReal,16,30,16.5,3,0,2026-06-18 16:45:00,15.0,1838.831,0
1821.794,-55.0,2026-06-18 16:45:00,5.288,60.0,196.123,-193.669,306.744,81.0,OperacionTiempoReal,16,45,16.75,3,0,2026-06-18 17:00:00,15.0,1821.794,0
1795.693,-35.0,2026-06-18 17:00:00,5.396,60.02,205.647,-190.518,343.577,121.0,OperacionTiempoReal,17,0,17.0,3,0,2026-06-18 17:15:00,15.0,1795.693,0
1787.3,-54.0,2026-06-18 17:15:00,3.173,60.02,199.135,-208.387,315.069,122.0,OperacionTiempoReal,17,15,17.25,3,0,2026-06-18 17:30:00,15.0,1787.3,0
1769.312,-27.0,2026-06-18 17:30:00,3.756,60.01,186.494,-199.972,362.283,89.0,OperacionTiempoReal,17,30,17.5,3,0,2026-06-18 17:45:00,15.0,1769.312,0
1770.916,-64.0,2026-06-18 17:45:00,2.059,60.02,203.558,-204.302,350.746,70.0,OperacionTiempoReal,17,45,17.75,3,0,2026-06-18 18:00:00,15.0,1770.916,0
1805.978,-80.0,2026-06-18 18:00:00,-1.829,60.03,191.736,-178.147,314.444,50.0,OperacionTiempoReal,18,0,18.0,3,0,2026-06-18 18:15:00,15.0,1805.978,0
1850.524,-72.0,2026-06-18 18:15:00,1.822,60.02,192.167,-194.486,305.805,48.0,OperacionTiempoReal,18,15,18.25,3,0,2026-06-18 18:30:00,15.0,1850.524,0
1863.16,-53.0,2026-06-18 18:30:00,2.165,60.04,209.72,-206.059,369.993,75.0,OperacionTiempoReal,18,30,18.5,3,0,2026-06-18 18:45:00,15.0,1863.16,0
1878.307,-84.0,2026-06-18 18:45:00,1.044,60.02,202.753,-208.626,266.262,44.0,OperacionTiempoReal,18,45,18.75,3,0,2026-06-18 19:00:00,15.0,1878.307,0
1873.257,-65.0,2026-06-18 19:00:00,1.053,60.02,191.186,-195.303,283.684,63.0,OperacionTiempoReal,19,0,19.0,3,0,2026-06-18 19:15:00,15.0,1873.257,0
1854.353,-64.0,2026-06-18 19:15:00,3.953,60.01,197.5,-207.471,284.126,64.0,OperacionTiempoReal,19,15,19.25,3,0,2026-06-18 19:30:00,15.0,1854.353,0
1839.303,-92.0,2026-06-18 19:30:00,0.0,59.99,212.801,-224.744,260.046,47.0,OperacionTiempoReal,19,30,19.5,3,0,2026-06-18 19:45:00,15.0,1839.303,0
1814.524,-104.0,2026-06-18 19:45:00,0.0,59.99,212.159,-225.445,248.421,34.0,OperacionTiempoReal,19,45,19.75,3,0,2026-06-18 20:00:00,15.0,1814.524,0
1797.504,-79.0,2026-06-18 20:00:00,-1.218,60.0,194.898,-195.653,256.937,62.0,OperacionTiempoReal,20,0,20.0,3,0,2026-06-18 20:15:00,15.0,1797.504,0
1763.224,-71.0,2026-06-18 20:15:00,1.122,60.01,207.048,-219.609,115.119,39.0,OperacionTiempoReal,20,15,20.25,3,0,2026-06-18 20:30:00,15.0,1763.224,0
1760.123,-59.0,2026-06-18 20:30:00,4.565,60.03,201.305,-210.371,174.639,48.0,OperacionTiempoReal,20,30,20.5,3,0,2026-06-18 20:45:00,15.0,1760.123,0
1716.573,-65.0,2026-06-18 20:45:00,0.0,60.0,195.587,-217.975,219.958,71.0,OperacionTiempoReal,20,45,20.75,3,0,2026-06-18 21:00:00,15.0,1716.573,0
1679.038,-86.0,2026-06-18 21:00:00,-1.149,59.96,196.59,-203.835,206.589,65.0,OperacionTiempoReal,21,0,21.0,3,0,2026-06-18 21:15:00,15.0,1679.038,0
1643.301,-87.0,2026-06-18 21:15:00,-9.839,59.99,205.95,-209.087,231.417,64.0,OperacionTiempoReal,21,15,21.25,3,0,2026-06-18 21:30:00,15.0,1643.301,0
1619.11,-38.0,2026-06-18 21:30:00,-0.142,59.97,207.772,-222.293,199.93,85.0,OperacionTiempoReal,21,30,21.5,3,0,2026-06-18 21:45:00,15.0,1619.11,0
1579.092,-119.0,2026-06-18 21:45:00,3.1,60.02,201.585,-210.254,229.71,88.0,OperacionTiempoReal,21,45,21.75,3,0,2026-06-18 22:00:00,15.0,1579.092,0
1540.483,-96.0,2026-06-18 22:00:00,0.0,59.98,195.726,-186.433,285.956,111.0,OperacionTiempoReal,22,0,22.0,3,0,2026-06-18 22:15:00,15.0,1540.483,0
1483.795,-70.0,2026-06-18 22:15:00,0.0,60.02,198.411,-176.513,257.736,65.0,OperacionTiempoReal,22,15,22.25,3,0,2026-06-18 22:30:00,15.0,1483.795,0
1456.619,-102.0,2026-06-18 22:30:00,0.0,59.99,206.896,-196.598,196.527,33.0,OperacionTiempoReal,22,30,22.5,3,0,2026-06-18 22:45:00,15.0,1456.619,0
1297.773,-94.0,2026-06-19 00:00:00,0.0,60.02,200.348,-144.533,165.673,72.0,OperacionTiempoReal2,0,0,0.0,4,0,2026-06-19 00:15:00,90.0,1297.773,0
1266.641,-71.0,2026-06-19 00:15:00,0.0,59.99,193.893,-126.326,164.206,65.0,OperacionTiempoReal2,0,15,0.25,4,0,2026-06-19 00:30:00,15.0,1266.641,0
1251.097,-59.0,2026-06-19 00:30:00,0.0,59.98,204.327,-140.099,178.263,77.0,OperacionTiempoReal2,0,30,0.5,4,0,2026-06-19 00:45:00,15.0,1251.097,0
1238.365,-38.0,2026-06-19 00:45:00,4.471,60.02,180.25,-107.536,153.74,84.0,OperacionTiempoReal2,0,45,0.75,4,0,2026-06-19 01:00:00,15.0,1238.365,0
1220.63,-62.0,2026-06-19 01:00:00,-0.425,60.03,193.777,-109.52,184.224,116.0,OperacionTiempoReal2,1,0,1.0,4,0,2026-06-19 01:15:00,15.0,1220.63,0
1215.195,-54.0,2026-06-19 01:15:00,7.515,60.02,195.435,-116.173,187.318,91.0,OperacionTiempoReal2,1,15,1.25,4,0,2026-06-19 01:30:00,15.0,1215.195,0
1210.996,-57.0,2026-06-19 01:30:00,0.0,60.01,207.001,-129.477,171.588,88.0,OperacionTiempoReal2,1,30,1.5,4,0,2026-06-19 01:45:00,15.0,1210.996,0
1201.914,-55.0,2026-06-19 01:45:00,2.949,60.01,202.356,-137.648,176.018,90.0,OperacionTiempoReal2,1,45,1.75,4,0,2026-06-19 02:00:00,15.0,1201.914,0
1187.54,-75.0,2026-06-19 02:00:00,2.066,60.01,196.205,-135.43,191.165,88.0,OperacionTiempoReal2,2,0,2.0,4,0,2026-06-19 02:15:00,15.0,1187.54,0
1188.783,-86.0,2026-06-19 02:15:00,4.152,59.99,207.853,-161.223,179.957,77.0,OperacionTiempoReal2,2,15,2.25,4,0,2026-06-19 02:30:00,15.0,1188.783,0
1183.052,-60.0,2026-06-19 02:30:00,5.165,60.0,208.716,-163.091,203.618,103.0,OperacionTiempoReal2,2,30,2.5,4,0,2026-06-19 02:45:00,15.0,1183.052,0
1171.434,-54.0,2026-06-19 02:45:00,0.0,59.99,198.55,-145.233,210.702,109.0,OperacionTiempoReal2,2,45,2.75,4,0,2026-06-19 03:00:00,15.0,1171.434,0
1169.437,-65.0,2026-06-19 03:00:00,1.323,60.01,207.083,-156.322,201.039,98.0,OperacionTiempoReal2,3,0,3.0,4,0,2026-06-19 03:15:00,15.0,1169.437,0
1171.848,-55.0,2026-06-19 03:15:00,2.095,59.95,208.029,-192.035,220.22,82.0,OperacionTiempoReal2,3,15,3.25,4,0,2026-06-19 03:30:00,15.0,1171.848,0
1174.599,-56.0,2026-06-19 03:30:00,-7.224,59.99,202.52,-150.252,256.719,128.0,OperacionTiempoReal2,3,30,3.5,4,0,2026-06-19 03:45:00,15.0,1174.599,0
1193.698,-55.0,2026-06-19 03:45:00,1.269,59.99,201.831,-160.057,230.463,123.0,OperacionTiempoReal2,3,45,3.75,4,0,2026-06-19 04:00:00,15.0,1193.698,0
1202.787,-48.0,2026-06-19 04:00:00,9.421,60.02,199.251,-155.504,232.322,130.0,OperacionTiempoReal2,4,0,4.0,4,0,2026-06-19 04:15:00,15.0,1202.787,0
1238.787,-42.0,2026-06-19 04:15:00,0.0,60.01,218.905,-163.207,198.03,91.0,OperacionTiempoReal2,4,15,4.25,4,0,2026-06-19 04:30:00,15.0,1238.787,0
1253.971,-54.0,2026-06-19 04:30:00,-1.65,59.98,198.387,-141.149,190.464,142.0,OperacionTiempoReal2,4,30,4.5,4,0,2026-06-19 04:45:00,15.0,1253.971,0
1284.02,-53.0,2026-06-19 04:45:00,-7.519,59.99,204.993,-158.305,160.401,106.0,OperacionTiempoReal2,4,45,4.75,4,0,2026-06-19 05:00:00,15.0,1284.02,0
1317.895,-51.0,2026-06-19 05:00:00,-1.232,59.96,205.868,-158.889,157.724,101.0,OperacionTiempoReal2,5,0,5.0,4,0,2026-06-19 05:15:00,15.0,1317.895,0
1393.461,-91.0,2026-06-19 05:15:00,0.0,60.0,205.74,-160.64,155.494,64.0,OperacionTiempoReal2,5,15,5.25,4,0,2026-06-19 05:30:00,15.0,1393.461,0
1431.71,-74.0,2026-06-19 05:30:00,-6.2,59.99,219.559,-164.725,168.806,112.0,OperacionTiempoReal2,5,30,5.5,4,0,2026-06-19 05:45:00,15.0,1431.71,0
1456.952,-73.0,2026-06-19 05:45:00,0.0,59.98,200.149,-150.602,158.754,83.0,OperacionTiempoReal2,5,45,5.75,4,0,2026-06-19 06:00:00,15.0,1456.952,0
1471.522,-65.0,2026-06-19 06:00:00,4.504,59.99,200.756,-156.438,155.77,81.0,OperacionTiempoReal2,6,0,6.0,4,0,2026-06-19 06:15:00,15.0,1471.522,0
1548.85,-106.0,2026-06-19 06:15:00,0.64,59.99,208.401,-141.383,110.988,41.0,OperacionTiempoReal2,6,15,6.25,4,0,2026-06-19 06:30:00,15.0,1548.85,0
1526.794,-36.0,2026-06-19 06:30:00,0.0,59.97,196.182,-132.162,233.699,120.0,OperacionTiempoReal2,6,30,6.5,4,0,2026-06-19 06:45:00,15.0,1526.794,0
1508.953,-67.0,2026-06-19 06:45:00,-5.104,59.98,206.522,-132.979,232.007,71.0,OperacionTiempoReal2,6,45,6.75,4,0,2026-06-19 07:00:00,15.0,1508.953,0
1516.904,-60.0,2026-06-19 07:00:00,0.0,60.0,211.284,-144.417,234.103,78.0,OperacionTiempoReal2,7,0,7.0,4,0,2026-06-19 07:15:00,15.0,1516.904,0
1570.323,-50.0,2026-06-19 07:15:00,-4.119,59.97,198.562,-124.693,197.459,62.0,OperacionTiempoReal2,7,15,7.25,4,0,2026-06-19 07:30:00,15.0,1570.323,0
1610.698,-74.0,2026-06-19 07:30:00,0.0,60.01,214.552,-127.96,171.297,62.0,OperacionTiempoReal2,7,30,7.5,4,0,2026-06-19 07:45:00,15.0,1610.698,0
1628.114,-81.0,2026-06-19 07:45:00,-3.029,59.96,195.832,-111.504,154.363,55.0,OperacionTiempoReal2,7,45,7.75,4,0,2026-06-19 08:00:00,15.0,1628.114,0
1640.027,-66.0,2026-06-19 08:00:00,0.0,60.01,199.181,-121.307,210.892,70.0,OperacionTiempoReal2,8,0,8.0,4,0,2026-06-19 08:15:00,15.0,1640.027,0
1675.467,-65.0,2026-06-19 08:15:00,0.0,59.97,202.834,-127.377,152.89,77.0,OperacionTiempoReal2,8,15,8.25,4,0,2026-06-19 08:30:00,15.0,1675.467,0
1699.801,-85.0,2026-06-19 08:30:00,0.332,60.01,198.072,-115.006,156.52,81.0,OperacionTiempoReal2,8,30,8.5,4,0,2026-06-19 08:45:00,15.0,1699.801,0
1706.983,-86.0,2026-06-19 08:45:00,0.0,60.0,202.087,-118.974,180.702,80.0,OperacionTiempoReal2,8,45,8.75,4,0,2026-06-19 09:00:00,15.0,1706.983,0
1721.961,-74.0,2026-06-19 09:00:00,-0.069,60.01,170.575,-60.238,191.264,92.0,OperacionTiempoReal2,9,0,9.0,4,0,2026-06-19 09:15:00,15.0,1721.961,0
1741.828,-77.0,2026-06-19 09:15:00,-2.5,59.98,216.313,-92.247,188.466,89.0,OperacionTiempoReal2,9,15,9.25,4,0,2026-06-19 09:30:00,15.0,1741.828,0
1766.244,-38.0,2026-06-19 09:30:00,-0.037,59.98,195.901,-81.626,163.035,64.0,OperacionTiempoReal2,9,30,9.5,4,0,2026-06-19 09:45:00,15.0,1766.244,0
1778.307,-126.0,2026-06-19 09:45:00,1.429,59.98,204.76,-108.936,148.018,68.0,OperacionTiempoReal2,9,45,9.75,4,0,2026-06-19 10:00:00,15.0,1778.307,0
1797.41,-59.0,2026-06-19 10:00:00,-0.842,59.99,186.775,-116.173,202.759,77.0,OperacionTiempoReal2,10,0,10.0,4,0,2026-06-19 10:15:00,15.0,1797.41,0
1823.346,-56.0,2026-06-19 10:15:00,0.0,60.0,205.04,-172.194,152.91,74.0,OperacionTiempoReal2,10,15,10.25,4,0,2026-06-19 10:30:00,15.0,1823.346,0
1850.353,-67.0,2026-06-19 10:30:00,-7.595,60.0,201.913,-180.715,183.902,53.0,OperacionTiempoReal2,10,30,10.5,4,0,2026-06-19 10:45:00,15.0,1850.353,0
1880.952,-76.0,2026-06-19 10:45:00,0.0,60.0,199.672,-181.998,156.208,74.0,OperacionTiempoReal2,10,45,10.75,4,0,2026-06-19 11:00:00,15.0,1880.952,0
1891.075,-47.0,2026-06-19 11:00:00,0.385,60.03,214.225,-185.966,199.884,103.0,OperacionTiempoReal2,11,0,11.0,4,0,2026-06-19 11:15:00,15.0,1891.075,0
1897.432,-88.0,2026-06-19 11:15:00,-1.626,59.99,207.934,-194.37,166.454,62.0,OperacionTiempoReal2,11,15,11.25,4,0,2026-06-19 11:30:00,15.0,1897.432,0
1914.024,-88.0,2026-06-19 11:30:00,-2.734,59.99,197.827,-170.677,163.58,62.0,OperacionTiempoReal2,11,30,11.5,4,0,2026-06-19 11:45:00,15.0,1914.024,0
1925.463,-124.0,2026-06-19 11:45:00,-8.44,59.95,176.329,-137.18,107.997,58.0,OperacionTiempoReal2,11,45,11.75,4,0,2026-06-19 12:00:00,15.0,1925.463,0
1917.946,-55.0,2026-06-19 12:00:00,-1.209,59.99,200.103,-185.616,175.386,85.0,OperacionTiempoReal2,12,0,12.0,4,0,2026-06-19 12:15:00,15.0,1917.946,0
1910.52,-90.0,2026-06-19 12:15:00,-0.233,59.97,197.816,-177.329,288.067,104.0,OperacionTiempoReal2,12,15,12.25,4,0,2026-06-19 12:30:00,15.0,1910.52,0
1913.135,-69.0,2026-06-19 12:30:00,0.0,59.99,226.376,-212.711,340.555,71.0,OperacionTiempoReal2,12,30,12.5,4,0,2026-06-19 12:45:00,15.0,1913.135,0
1916.393,-79.0,2026-06-19 12:45:00,-0.323,59.99,192.995,-173.711,211.026,55.0,OperacionTiempoReal2,12,45,12.75,4,0,2026-06-19 13:00:00,15.0,1916.393,0
1918.787,-84.0,2026-06-19 13:00:00,-0.075,59.99,215.847,-169.16,170.181,50.0,OperacionTiempoReal2,13,0,13.0,4,0,2026-06-19 13:15:00,15.0,1918.787,0
1926.01,-91.0,2026-06-19 13:15:00,-5.914,59.98,195.015,-118.04,165.296,43.0,OperacionTiempoReal2,13,15,13.25,4,0,2026-06-19 13:30:00,15.0,1926.01,0
